ADI,Data de julgamento,Unanimidade,Informacoes,Vencedores,Vencidos,Tipo,Pleito Analisado,NUNES MARQUES,ANDRÉ MENDONÇA,ALEXANDRE DE MORAES,DIAS TOFFOLI,ROBERTO BARROSO,EDSON FACHIN,GILMAR MENDES,CÁRMEN LÚCIA,LUIZ FUX,RICARDO LEWANDOWSKI,ROSA WEBER,MARCO AURÉLIO,CELSO DE MELLO,TEORI ZAVASCKI,JOAQUIM BARBOSA,AYRES BRITTO,CEZAR PELUSO,ELLEN GRACIE,EROS GRAU,MENEZES DIREITO,SEPÚLVEDA PERTENCE,NELSON JOBIM,CARLOS VELLOSO,MAURÍCIO CORRÊA,NÉRI DA SILVEIRA
ADI 3579,2020-09-28,Não,0,9,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU INADEQUADA A AÇÃO, NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO GILMAR MENDES, QUE CONHECIA DA AÇÃO E JULGAVA-A PROCEDENTE. NÃO PARTICIPOU DESTE JULGAMENTO, POR MOTIVO DE LICENÇA MÉDICA, O MINISTRO CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 18.9.2020 A 25.9.2020.",0,0,1,1,1,1,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6518,2021-03-22,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR, COM EFEITOS EX NUNC, A INCONSTITUCIONALIDADE DA EXPRESSÃO “E OS DEFENSORES PÚBLICOS” CONTIDA NO ART. 95, I, A, DA CONSTITUIÇÃO DO ESTADO DO ACRE, NOS TERMOS DO VOTO DO RELATOR, VENCIDO PARCIALMENTE O MINISTRO MARCO AURÉLIO, APENAS QUANTO À MODULAÇÃO DOS EFEITOS DA DECISÃO. FALOU, PELO AMICUS CURIAE, O DR. ILTON NORBERTO ROBL FILHO. PLENÁRIO, SESSÃO VIRTUAL DE 12.3.2021 A 19.3.2021.",1,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4774,2021-11-11,Não,0,7,3,Principal,"O TRIBUNAL, POR MAIORIA, CONHECEU DA AÇÃO E JULGOU IMPROCEDENTE O PEDIDO FORMULADO, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS OS MINISTROS EDSON FACHIN, GILMAR MENDES E ROSA WEBER. FALARAM: PELA REQUERENTE, O DR. RAFAEL BRAUDE CANTERJI; PELO INTERESSADO GOVERNADOR DO ESTADO DO RIO GRANDE DO SUL, A DRA. FERNANDA FIGUEIRA TONETTO, PROCURADORA DO ESTADO; E, PELO AMICUS CURIAE CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL, A DRA. GLICIA THAIS SALMERON DE MIRANDA. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,-1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3921,2020-09-28,Não,0,7,3,Principal," O TRIBUNAL, POR MAIORIA, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS O MINISTRO ROBERTO BARROSO E, PARCIALMENTE, OS MINISTROS DIAS TOFFOLI E GILMAR MENDES. FALOU, PELO AMICUS CURIAE FEDERAÇÃO BRASILEIRA DE BANCOS, O DR. RICARDO LUIZ BLUNDI STURZENEGGER. NÃO PARTICIPOU DESTE JULGAMENTO, POR MOTIVO DE LICENÇA MÉDICA, O MINISTRO CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 18.9.2020 A 25.9.2020.",0,0,1,-1,-1,1,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4042,2021-11-11,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E, TORNANDO DEFINITIVA A MEDIDA CAUTELAR DEFERIDA, JULGOU PROCEDENTE O PEDIDO, PARA DECLARAR A INCONSTITUCIONALIDADE FORMAL E MATERIAL DO ART. 92, INCISO III, “E”, DA CONSTITUIÇÃO DO ESTADO DO MATO GROSSO, COM REDAÇÃO DADA PELA EMENDA CONSTITUCIONAL N.º 46, DE 22 DE NOVEMBRO DE 2006, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5484,2020-04-15,Não,0,9,1,Principal,"O TRIBUNAL, POR MAIORIA, CONHECEU DA AÇÃO DIRETA E JULGOU PROCEDENTE O PEDIDO FORMULADO PARA DECLARAR A INCONSTITUCIONALIDADE DA LEI Nº 7.675/2014 DO ESTADO DE ALAGOAS, COM EFICÁCIA EX NUNC A PARTIR DA DATA DO PRESENTE JULGAMENTO, NOS TERMOS DO VOTO DO RELATOR, VENCIDO PARCIALMENTE O MINISTRO MARCO AURÉLIO, APENAS QUANTO À MODULAÇÃO DOS EFEITOS DA DECISÃO. NÃO PARTICIPOU DESTE JULGAMENTO, POR MOTIVO DE LICENÇA MÉDICA NO INÍCIO DA SESSÃO, O MINISTRO CELSO DE MELLO (ART. 2º, § 5º, DA RES. 642/2019). PLENÁRIO, SESSÃO VIRTUAL DE 3.4.2020 A 14.4.2020.",0,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4304,2021-11-11,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E JULGOU PROCEDENTE O PEDIDO PARA DECLARAR A INCONSTITUCIONALIDADE DO ART. 7º DA LEI Nº 5.493/05, DO ART. 7º DA LEI Nº 5.505/2005, DO ART. 5º DA LC Nº 55/05, DO ART. 79 DA LC Nº 56/2005 E DO ART. 105 DA LC Nº 59/2005, TODAS DO ESTADO DO PIAUÍ, NOS TERMOS DO VOTO DA RELATORA. FALOU, PELO AMICUS CURIAE, O DR. LUIS GUSTAVO GRANDINETTI CASTANHO DE CARVALHO. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4829,2021-03-22,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, CONHECEU DA AÇÃO DIRETA E JULGOU IMPROCEDENTE O PEDIDO FORMULADO, NOS TERMOS DO VOTO DA RELATORA, VENCIDO O MINISTRO MARCO AURÉLIO, QUE JULGAVA PARCIALMENTE PROCEDENTE O PEDIDO. PLENÁRIO, SESSÃO VIRTUAL DE 12.3.2021 A 19.3.2021.",1,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3294,2021-03-22,Não,0,8,3,Principal," O TRIBUNAL, POR MAIORIA, CONHECEU, EM PARTE, DA AÇÃO DIRETA E JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO PARA DECLARAR A INCONSTITUCIONALIDADE DA EXPRESSÃO “DELEGADO GERAL DE POLÍCIA CIVIL” DO ART. 338 DA CONSTITUIÇÃO DO ESTADO DO PARÁ, INSERIDO PELA EMENDA CONSTITUCIONAL ESTADUAL Nº 8, DE 3 DE ABRIL DE 1997, NOS TERMOS DO VOTO REAJUSTADO DO RELATOR, VENCIDOS OS MINISTROS EDSON FACHIN E RICARDO LEWANDOWSKI, QUE JULGAVAM PROCEDENTE A AÇÃO, E, PARCIALMENTE, O MINISTRO ROBERTO BARROSO, QUE MODULAVA OS EFEITOS DA DECISÃO. PLENÁRIO, SESSÃO VIRTUAL DE 12.3.2021 A 19.3.2021.",1,0,1,1,-1,-1,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6194,2021-11-11,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO, DECLARANDO A CONSTITUCIONALIDADE DA LEI Nº 16.873/2019, DO ESTADO DO CEARÁ, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5454,2020-04-15,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DO RELATOR. NÃO PARTICIPOU DESTE JULGAMENTO, POR MOTIVO DE LICENÇA MÉDICA NO INÍCIO DA SESSÃO, O MINISTRO CELSO DE MELLO (ART. 2º, § 5º, DA RES. 642/2019). PLENÁRIO, SESSÃO VIRTUAL DE 3.4.2020 A 14.4.2020.",0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4710,2021-11-11,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E, NO MÉRITO, JULGOU PROCEDENTE O PEDIDO, PARA DECLARAR A INCONSTITUCIONALIDADE, IN TOTUM, DA LEI 9.375/2011 DO ESTADO DA PARAÍBA, NOS TERMOS DO VOTO DA RELATORA. AFIRMOU SUSPEIÇÃO O MINISTRO ROBERTO BARROSO. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6442,2021-03-15,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU PARCIALMENTE DA AÇÃO DIRETA DE INCONSTITUCIONALIDADE E, NA PARTE CONHECIDA, JULGOU IMPROCEDENTE O PEDIDO, NOS TERMOS DO VOTO DO RELATOR. FALOU, PELOS INTERESSADOS, O DR. RAPHAEL RAMOS MONTEIRO DE SOUZA, ADVOGADO DA UNIÃO. PLENÁRIO, SESSÃO VIRTUAL DE 5.3.2021 A 12.3.2021.",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6769,2021-11-11,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E JULGOU PROCEDENTE O PEDIDO PARA DECLARAR A INCONSTITUCIONALIDADE FORMAL E MATERIAL DO ART. 80, PARÁGRAFO ÚNICO, DA LEI 14.277, DE 30.12.2003, DO ESTADO DO PARANÁ, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4845,2020-02-13,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DO PARÁGRAFO ÚNICO DO ART. 18-C DA LEI Nº 7.098/1998, INCLUÍDO PELO ART. 13 DA LEI Nº 9.226/2009, AMBAS DO ESTADO DE MATO GROSSO, NOS TERMOS DO VOTO DO RELATOR. AUSENTE, POR MOTIVO DE LICENÇA MÉDICA, O MINISTRO CELSO DE MELLO. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 13.02.2020.",0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6655,2022-05-09,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, PARA DECLARAR A INCONSTITUCIONALIDADE MATERIAL DO ART. 9º, CAPUT, E § 3º, DA LCE 232/2013, NA REDAÇÃO DADA PELO ART. 1º DA LCE 256/2015, E DOS ARTS. 17, § 3º, 19, §§ 5º E 6º, 27 E, PARCIALMENTE, DO ART. 34, EM RELAÇÃO À CRIAÇÃO DE UM CARGO DE COORDENADOR ADJUNTO, SÍMBOLO CCE-03, E QUATRO DOS SEIS CARGOS DE COORDENADOR, SÍMBOLO CCE-02, DA LCE 204/2011 DO ESTADO DE SERGIPE, COM EFICÁCIA EX NUNC A CONTAR DA PUBLICAÇÃO DA ATA DE JULGAMENTO, NOS TERMOS DO VOTO DO RELATOR. FALARAM: PELA REQUERENTE, O DR. RAIMUNDO CEZAR BRITTO ARAGÃO; E, PELO AMICUS CURIAE ASSOCIAÇÃO NACIONAL DOS MINISTROS E CONSELHEIROS SUBSTITUTOS DOS TRIBUNAIS DE CONTAS DO BRASIL - AUDICON, O DR. JOÃO MARCOS FONSECA DE MELO. PLENÁRIO, SESSÃO VIRTUAL DE 29.4.2022 A 6.5.2022.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6312,2020-12-21,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR INCONSTITUCIONAL O ART. 2º, INCS. II E III, DA LEI Nº 15.433/2019, DO ESTADO DO RIO GRANDE DO SUL, PREJUDICADO O AGRAVO INTERNO INTERPOSTO PELO GOVERNADOR DO MESMO ESTADO CONTRA A DECISÃO QUE DEFERIU A MEDIDA CAUTELAR. FOI FIXADA A SEGUINTE TESE DE JULGAMENTO: ""É INCONSTITUCIONAL LEI ESTADUAL QUE FIXA CRITÉRIO ETÁRIO PARA O INGRESSO NO ENSINO FUNDAMENTAL DIFERENTE DO ESTABELECIDO PELO LEGISLADOR FEDERAL E REGULAMENTADO PELO MINISTÉRIO DA EDUCAÇÃO"", NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO MARCO AURÉLIO. A MINISTRA ROSA WEBER ACOMPANHOU O RELATOR COM RESSALVAS. FALOU, PELO AMICUS CURIAE, O DR. FABIANO DALLAZEN, PROCURADOR-GERAL DE JUSTIÇA DO ESTADO DO RIO GRANDE DO SUL. PLENÁRIO, SESSÃO VIRTUAL DE 11.12.2020 A 18.12.2020.",1,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 4159,2020-06-29,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, REJEITOU O ADITAMENTO FORMULADO PELO AUTOR EM SEU PARECER OFERECIDO APÓS AS INFORMAÇÕES PRESTADAS NO CASO, JULGOU O PEDIDO PREJUDICADO QUANTO AO ART. 17 DA LEI COMPLEMENTAR CATARINENSE Nº 339/2006 E IMPROCEDENTE QUANTO AOS DEMAIS DISPOSITIVOS, NOS TERMOS DO VOTO DA RELATORA, VENCIDO O MINISTRO MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 19.6.2020 A 26.6.2020.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6506,2021-11-11,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO, PARA DECLARAR, COM EFEITOS EX NUNC, A INCONSTITUCIONALIDADE DAS EXPRESSÕES “DA PROCURADORIA-GERAL DO ESTADO, DA PROCURADORIA DA ASSEMBLEIA LEGISLATIVA, DA DEFENSORIA” E “O DIRETOR-GERAL DA POLÍCIA CIVIL” CONTIDAS NO ART. 96, I, “A”, DA CONSTITUIÇÃO DO ESTADO DE MATO GROSSO, POR VIOLAREM OS ARTS. 5º, I E LIII; 22, I; 25, CAPUT, C/C O ART. 125, § 1º, DA CONSTITUIÇÃO FEDERAL, BEM COMO O ART. 11 DO ATO DAS DISPOSIÇÕES CONSTITUCIONAIS TRANSITÓRIAS, NOS TERMOS DO VOTO DO RELATOR. FALARAM: PELO AMICUS CURIAE ASSOCIAÇÃO NACIONAL DOS PROCURADORES DOS ESTADOS E DO DISTRITO FEDERAL - ANAPE, O DR. MIGUEL NOVAES; E, PELO AMICUS CURIAE ASSOCIAÇÃO NACIONAL DAS DEFENSORAS E DEFENSORES PÚBLICOS - ANADEP, O DR. LUIS GUSTAVO GRANDINETTI CASTANHO DE CARVALHO. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6486,2021-11-11,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PROCEDENTE O PEDIDO FORMULADO PARA DECLARAR A INCONSTITUCIONALIDADE FORMAL DA LEI 11.281, DE 17/6/2020, DO ESTADO DO MARANHÃO, NOS TERMOS DO VOTO DO RELATOR. O MINISTRO EDSON FACHIN ACOMPANHOU O RELATOR COM RESSALVAS. AFIRMOU SUSPEIÇÃO O MINISTRO ROBERTO BARROSO. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5551,2021-03-15,Sim,0,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU PREJUDICADA A AÇÃO QUANTO AOS ARTS. 4º, 5º, 7º E 8º E IMPROCEDENTE O PEDIDO NO TOCANTE AO INC. II DO § 1º E AO CAPUT DO ART. 1º, AO ART. 6º E AO ART. 18 DA MEDIDA PROVISÓRIA Nº 727/2016, CONVERTIDA NA LEI Nº 13.334/2016, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 5.3.2021 A 12.3.2021.",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5452,2020-09-22,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, JULGOU IMPROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA, NOS TERMOS DO VOTO DA RELATORA. NÃO PARTICIPOU DESTE JULGAMENTO, POR MOTIVO DE LICENÇA MÉDICA, O MINISTRO CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 11.9.2020 A 21.9.2020.",0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6983,2021-11-11,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E, NO MÉRITO, JULGOU PROCEDENTE O PEDIDO, PARA DECLARAR A INCONSTITUCIONALIDADE DO ART. 56, XXV, DA CONSTITUIÇÃO DO ESTADO DO ESPÍRITO SANTO, NOS TERMOS DO VOTO DA RELATORA. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5416,2020-04-03,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E JULGOU PROCEDENTE O PEDIDO FORMULADO PARA DECLARAR A INCONSTITUCIONALIDADE DAS EXPRESSÕES ""E O PROCURADOR-GERAL DA JUSTIÇA"", NO CAPUT DO ARTIGO 57, E ""E AO PROCURADOR-GERAL DA JUSTIÇA"", NO PARÁGRAFO SEGUNDO DO MESMO ARTIGO, DA CONSTITUIÇÃO DO ESTADO DO ESPÍRITO SANTO, NOS TERMOS DO VOTO DO RELATOR. NÃO PARTICIPOU DESTE JULGAMENTO, POR MOTIVO DE LICENÇA MÉDICA, O MINISTRO CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 27.3.2020 A 2.4.2020.",0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 2923,2020-09-22,Não,0,8,2,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA DECLARAR INCONSTITUCIONAIS OS ARTIGOS 47, VIII, EXPRESSÃO ""SERVIDORES PÚBLICOS""; 86, § 4º; 90, § 2º; 92, V; 125, I, II, §§ 1º, 2º, 3º E 4º; E 126 DA LEI ORGÂNICA DO MINISTÉRIO PÚBLICO DO ESTADO DE GOIÁS (LEI COMPLEMENTAR 25, DE 6 DE JULHO DE 1998, DO ESTADO DE GOIÁS), NOS TERMOS DO VOTO DO RELATOR, VENCIDOS PARCIALMENTE OS MINISTROS MARCO AURÉLIO E EDSON FACHIN. NÃO PARTICIPOU DESTE JULGAMENTO, POR MOTIVO DE LICENÇA MÉDICA, O MINISTRO CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 11.9.2020 A 21.9.2020.",0,0,1,1,1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 3594,2021-03-15,Não," | ATENÇÃO, votação com sucessão de ministros",8,3,Principal," O TRIBUNAL, POR MAIORIA, JULGOU IMPROCEDENTE O PEDIDO DE DECLARAÇÃO DE INCONSTITUCIONALIDADE DA EXPRESSÃO “UTILIZAÇÃO GRATUITA”, EXPOSTA NO § 1º DO ART. 12 DA CONSTITUIÇÃO DO ESTADO DE SANTA CATARINA, NOS TERMOS DO VOTO DA RELATORA, VENCIDOS OS MINISTROS EDSON FACHIN, ROSA WEBER E GILMAR MENDES. NÃO VOTOU O MINISTRO NUNES MARQUES, POR SUCEDER O MINISTRO CELSO DE MELLO, QUE VOTARA EM ASSENTADA ANTERIOR. PLENÁRIO, SESSÃO VIRTUAL DE 5.3.2021 A 12.3.2021.",0,0,1,1,1,-1,-1,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5693,2021-11-11,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONHECEU DA AÇÃO DIRETA E, NO MÉRITO, JULGOU PROCEDENTE O PEDIDO, PARA DAR INTERPRETAÇÃO CONFORME À CONSTITUIÇÃO AO ART. 127, CAPUT, III, V E VI, DA CONSTITUIÇÃO DO ESTADO DO CEARÁ, PARA ASSENTAR A LEGITIMIDADE ATIVA DO PROCURADOR-GERAL DE JUSTIÇA PARA PROPOR AÇÃO DO CONTROLE NORMATIVO ABSTRATO, PERANTE O TRIBUNAL DE JUSTIÇA LOCAL, CONTRA LEIS E ATOS NORMATIVOS MUNICIPAIS, NOS TERMOS DO VOTO DA RELATORA. FOI FIXADA A SEGUINTE TESE: ""OS ESTADOS-MEMBROS DA FEDERAÇÃO, NO EXERCÍCIO DA COMPETÊNCIA OUTORGADA PELA CONSTITUIÇÃO FEDERAL (ART. 25, CAPUT, C/C ART. 125, § 2º, CF), NÃO PODEM AFASTAR A LEGITIMIDADE ATIVA DO CHEFE DO MINISTÉRIO PÚBLICO ESTADUAL PARA PROPOSITURA DE AÇÃO DIRETA DE INCONSTITUCIONALIDADE PERANTE O TRIBUNAL DE JUSTIÇA LOCAL"". PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6190,2020-09-22,Não,0,8,2,Principal,"O TRIBUNAL, POR MAIORIA, CONHECEU PARCIALMENTE DA AÇÃO DIRETA E, NESSA PARTE, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO PARA DECLARAR A INCONSTITUCIONALIDADE DAS EXPRESSÕES “ENERGIA ELÉTRICA E” E “ENERGIA ELÉTRICA OU”, CONSTANTES DOS ARTS. 1°, CAPUT, E 2°, CAPUT, RESPECTIVAMENTE, DA LEI 1.233/2018 DO ESTADO DE RORAIMA, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS OS MINISTROS EDSON FACHIN E MARCO AURÉLIO. NÃO PARTICIPOU DESTE JULGAMENTO, POR MOTIVO DE LICENÇA MÉDICA, O MINISTRO CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 11.9.2020 A 21.9.2020.",0,0,1,1,1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 5509,2021-11-11,Não,0,8,3,Principal," O TRIBUNAL, POR MAIORIA, DECLAROU A INCONSTITUCIONALIDADE DO INCISO II DO PARÁGRAFO ÚNICO DO ART. 35-C DA LEI DO ESTADO DO CEARÁ 12.160, DE 1993, NA REDAÇÃO QUE SE LHE DEU A LEI 15.516, DE 2014, E, POR CONSEQUÊNCIA, JULGOU PROCEDENTE, EM PARTE, A PRESENTE AÇÃO DIRETA, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS OS MINISTROS MARCO AURÉLIO, QUE JÁ HAVIA PROFERIDO VOTO EM ASSENTADA ANTERIOR, GILMAR MENDES E DIAS TOFFOLI. PLENÁRIO, SESSÃO VIRTUAL DE 29.10.2021 A 10.11.2021.",1,0,1,-1,1,1,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI 6170,2021-03-15,Não,0,10,1,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PARCIALMENTE PROCEDENTE O PEDIDO FORMULADO NA AÇÃO DIRETA PARA: A) DECLARAR A INCONSTITUCIONALIDADE DA EXPRESSÃO “ENTRE ELES RATEADOS NA FORMA, LIMITES E CONDIÇÕES DEFINIDOS, EM ESTATUTO, PELA ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO CEARÁ - APECE” DO CAPUT DO ART. 44 DA LEI COMPLEMENTAR Nº 134/2014 DO CEARÁ, ALTERADA PELA LEI COMPLEMENTAR Nº 189/2018; B) DECLARAR A INCONSTITUCIONALIDADE DA EXPRESSÃO “MANTIDA PELA ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO CEARÁ-APECE” DO § 2º DO ART. 44 DA LEI COMPLEMENTAR Nº 134/2014 DO CEARÁ, ALTERADA PELA LEI COMPLEMENTAR Nº 189/2018; E C) CONFERIR INTERPRETAÇÃO CONFORME AOS ARTS. 44 E 45 DA LEI COMPLEMENTAR Nº 134/2014 DO CEARÁ, ALTERADA PELA LEI COMPLEMENTAR Nº 189/2018, PARA ESTABELECER QUE A SOMA DOS SUBSÍDIOS E HONORÁRIOS DE SUCUMBÊNCIA PERCEBIDOS MENSALMENTE PELOS PROCURADORES DO ESTADO, CONQUANTO VÁLIDA CONSTITUCIONALMENTE, NÃO DEVE EXCEDER O TETO REMUNERATÓRIO, A TEOR DO DISPOSTO NO INC. XI DO ART. 37 DA CONSTITUIÇÃO DA REPÚBLICA, NOS TERMOS DO VOTO DA RELATORA, VENCIDO O MINISTRO MARCO AURÉLIO QUE JULGAVA PROCEDENTE O PEDIDO. O MINISTRO ROBERTO BARROSO ACOMPANHOU A RELATORA COM RESSALVAS. FALOU, PELO AMICUS CURIAE ASSOCIAÇÃO NACIONAL DOS PROCURADORES DOS ESTADOS E DO DISTRITO FEDERAL - ANAPE, O DR. CARLOS FREDERICO BRAGA MARTINS. PLENÁRIO, SESSÃO VIRTUAL DE 5.3.2021 A 12.3.2021.",1,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
